mentionId,source,line,timestampStart,timestampEnd,speaker,part,chapter,scene,emotionalTone,narrativeFunction,text,effectId,effectLabel,baseAsset,fallbackAsset,baseW,baseH,baseFps,baseCodec,palette,shaderPreset,shaderParams,particlePreset,particleParams,gpuBudgetMB,syncToleranceMs,centerSafePct
OSR-087,OSIRIS.md,466,,,,الجزء الرابع: الأندلس والقرن العشرين (وهم التفرد),الفصل 8ج: القرن العشرون — الذروة,المشهد 8ج.1: التوقيع على الموت,analytical/clinical,world_building/exposition,"أجاب أوزيريس نصياً: ""النظارة تعني التعليم. التعليم يعني القدرة على التفكير المستقل. التفكير المستقل تهديد لـ (النقاء الثوري).""  ",FX-03-HOLOGRAM-DATA,Hologram Data Stream,generated-assets/video-bg/osiris-vid-bg/Falcon_hologram_data_202603301414.mp4,generated-assets/video-bg/osiris-vid-bg/Slow_orbit_osiris_falcon_hologram_floating_i.gif,1280,720,24,avc1,#02030a|#00e5ff|#00ff9d|#2a5cff|#c8fff4,dataRain+edgeGlow,"{""dataDensity"":0.6,""edgeGlow"":0.35,""gamma"":1.08,""contrast"":1.12,""scanlineIntensity"":0.12}",lineParticles,"{""count"":160,""lengthPx"":[6,18],""speed"":0.22,""opacity"":[0.02,0.18]}",128,50,15
OSR-088,OSIRIS.md,481,,,,الجزء الرابع: الأندلس والقرن العشرين (وهم التفرد),الفصل 8د: الهجوم والهروب,المشهد 8د.1: اختراق المخبأ,urgent/ominous,plot_disruption/stakes,أضاءت شاشات أوزيريس باللون الأحمر: \[تحذير: اختراق أمني للموقع الفيزيائي\].  ,FX-06-ALERT-RED,Security Breach / Red Alert,generated-assets/video-bg/osiris-vid-bg/OSIRIS_falcon_hologram_202603301403.mp4,generated-assets/video-bg/osiris-vid-bg/OSIRIS_falcon_logo_202603301401.mp4,1280,720,24,avc1,#05060a|#ff2d2d|#ff7a00|#00e5ff|#ffffff,uiRedFlash+glitchMinor,"{""flashHz"":2.4,""flashIntensity"":0.85,""glitch"":0.25,""shakePx"":6,""vignette"":0.55}",sparks,"{""count"":140,""sizePx"":[1,3],""speed"":0.35,""opacity"":[0.05,0.3]}",128,50,15
OSR-089,OSIRIS.md,484,,,,الجزء الرابع: الأندلس والقرن العشرين (وهم التفرد),الفصل 8د: الهجوم والهروب,المشهد 8د.1: اختراق المخبأ,neutral,character_development/theme,"""يجب أن نخرج من مخرج الطوارئ،"" قال يحيى، وهو يفصل الخادم الرئيسي لأوزيريس ليأخذه معه.  ",FX-06-ALERT-RED,Security Breach / Red Alert,generated-assets/video-bg/osiris-vid-bg/OSIRIS_falcon_hologram_202603301403.mp4,generated-assets/video-bg/osiris-vid-bg/OSIRIS_falcon_logo_202603301401.mp4,1280,720,24,avc1,#05060a|#ff2d2d|#ff7a00|#00e5ff|#ffffff,uiRedFlash+glitchMinor,"{""flashHz"":2.4,""flashIntensity"":0.85,""glitch"":0.25,""shakePx"":6,""vignette"":0.55}",sparks,"{""count"":140,""sizePx"":[1,3],""speed"":0.35,""opacity"":[0.05,0.3]}",128,50,15
OSR-090,OSIRIS.md,499,,,,الجزء الرابع: الأندلس والقرن العشرين (وهم التفرد),الفصل 8د: الهجوم والهروب,المشهد 8د.2: التحديث النهائي,neutral,world_building/theme,بينما كانت ليلى تضغط على جرح يحيى لوقف النزيف، فتح يحيى حاسوبه المحمول بيد واحدة، ووصله بخادم أوزيريس المحمول.  ,FX-03-HOLOGRAM-DATA,Hologram Data Stream,generated-assets/video-bg/osiris-vid-bg/Falcon_hologram_data_202603301414.mp4,generated-assets/video-bg/osiris-vid-bg/Slow_orbit_osiris_falcon_hologram_floating_i.gif,1280,720,24,avc1,#02030a|#00e5ff|#00ff9d|#2a5cff|#c8fff4,dataRain+edgeGlow,"{""dataDensity"":0.6,""edgeGlow"":0.35,""gamma"":1.08,""contrast"":1.12,""scanlineIntensity"":0.12}",lineParticles,"{""count"":160,""lengthPx"":[6,18],""speed"":0.22,""opacity"":[0.02,0.18]}",128,50,15
OSR-091,OSIRIS.md,534,,,,الجزء الرابع: الأندلس والقرن العشرين (وهم التفرد),الفصل الانتقالي: الحلم قبل المعركة,المشهد الانتقالي: لقاء خارج الزمن,resolute,plot_progression/turning_point,"""نعم،"" قال بهدوء. ""شغلي أوزيريس يا ليلى. حان وقت المواجهة.""",FX-02-INTERFACE-SCANLINES,OSIRIS Interface / Scanlines,generated-assets/video-bg/osiris-vid-bg/OSIRIS_falcon_logo_202603301401.mp4,generated-assets/video-bg/osiris-vid-bg/Medium_wide_shot_of_the_osiris_falcon_logo_re.gif,1280,720,24,avc1,#000814|#00e5ff|#2a5cff|#0b132b|#ffffff,crtScanlines+vignette,"{""scanlineIntensity"":0.22,""scanlineDensity"":1.35,""bloom"":0.25,""vignette"":0.5,""noise"":0.12,""flickerHz"":0.6}",floatingPoints,"{""count"":120,""sizePx"":[0.6,1.4],""speed"":0.08,""opacity"":[0,0.22]}",128,50,15
OSR-092,OSIRIS.md,542,,,,الجزء الخامس: معركة كربلاء (نقطة الانكسار والمواجهة),الفصل 10: خيار الحسين,المشهد 10.1: الحق الأعزل,neutral,world_building/staging,الموقع: صحراء كربلاء (680م \- محاكاة أوزيريس)  ,FX-08-SOLEMN-DUST,Solemn / Desaturated Dust,generated-assets/video-bg/osiris-vid-bg/Neural_network_forms_202603301407.mp4,generated-assets/video-bg/osiris-vid-bg/Slow_orbit_osiris_falcon_hologram_floating_i.gif,1280,720,24,avc1,#0b0b0d|#8a8a8f|#d4af37|#3b3b43|#ffffff,desaturate+filmGrain+slowZoom,"{""desat"":0.82,""grain"":0.18,""vignette"":0.62,""zoom"":1.06,""zoomSec"":18}",dust,"{""count"":220,""sizePx"":[0.8,2.4],""speed"":0.08,""opacity"":[0.02,0.16]}",128,50,15
OSR-093,OSIRIS.md,549,,,,الجزء الخامس: معركة كربلاء (نقطة الانكسار والمواجهة),الفصل 10: خيار الحسين,المشهد 10.1: الحق الأعزل,neutral,plot_progression/turning_point,"شغّل يحيى أوزيريس للمرة الأخيرة. لم تكن هذه المحاكاة للبحث عن الفيروس، بل للبحث عن ""مضاد الفيروسات"".  ",FX-08-SOLEMN-DUST,Solemn / Desaturated Dust,generated-assets/video-bg/osiris-vid-bg/Neural_network_forms_202603301407.mp4,generated-assets/video-bg/osiris-vid-bg/Slow_orbit_osiris_falcon_hologram_floating_i.gif,1280,720,24,avc1,#0b0b0d|#8a8a8f|#d4af37|#3b3b43|#ffffff,desaturate+filmGrain+slowZoom,"{""desat"":0.82,""grain"":0.18,""vignette"":0.62,""zoom"":1.06,""zoomSec"":18}",dust,"{""count"":220,""sizePx"":[0.8,2.4],""speed"":0.08,""opacity"":[0.02,0.16]}",128,50,15
OSR-094,OSIRIS.md,553,,,,الجزء الخامس: معركة كربلاء (نقطة الانكسار والمواجهة),الفصل 10: خيار الحسين,المشهد 10.1: الحق الأعزل,analytical/clinical,character_development/theme,"قرأ يحيى تحليلات أوزيريس: ""الاحتمالات العسكرية للنجاة: 0%. النتيجة الحتمية: الموت.""  ",FX-08-SOLEMN-DUST,Solemn / Desaturated Dust,generated-assets/video-bg/osiris-vid-bg/Neural_network_forms_202603301407.mp4,generated-assets/video-bg/osiris-vid-bg/Slow_orbit_osiris_falcon_hologram_floating_i.gif,1280,720,24,avc1,#0b0b0d|#8a8a8f|#d4af37|#3b3b43|#ffffff,desaturate+filmGrain+slowZoom,"{""desat"":0.82,""grain"":0.18,""vignette"":0.62,""zoom"":1.06,""zoomSec"":18}",dust,"{""count"":220,""sizePx"":[0.8,2.4],""speed"":0.08,""opacity"":[0.02,0.16]}",128,50,15
OSR-095,OSIRIS.md,560,,,,الجزء الخامس: معركة كربلاء (نقطة الانكسار والمواجهة),الفصل 10: خيار الحسين,المشهد 10.1: الحق الأعزل,analytical/clinical,character_development/theme,"•الوصف: يحاول أوزيريس تحليل ""دوافع"" الحسين بناءً على خوارزمية المنطق المادي.  ",FX-08-SOLEMN-DUST,Solemn / Desaturated Dust,generated-assets/video-bg/osiris-vid-bg/Neural_network_forms_202603301407.mp4,generated-assets/video-bg/osiris-vid-bg/Slow_orbit_osiris_falcon_hologram_floating_i.gif,1280,720,24,avc1,#0b0b0d|#8a8a8f|#d4af37|#3b3b43|#ffffff,desaturate+filmGrain+slowZoom,"{""desat"":0.82,""grain"":0.18,""vignette"":0.62,""zoom"":1.06,""zoomSec"":18}",dust,"{""count"":220,""sizePx"":[0.8,2.4],""speed"":0.08,""opacity"":[0.02,0.16]}",128,50,15
OSR-096,OSIRIS.md,561,,,,الجزء الخامس: معركة كربلاء (نقطة الانكسار والمواجهة),الفصل 10: خيار الحسين,المشهد 10.1: الحق الأعزل,poignant/reflective,theme/ai_limit,•المهمة: يرى القارئ شاشة أوزيريس وهي تحاول حساب (Cost/Benefit Analysis) لقرار الحسين.  ,FX-08-SOLEMN-DUST,Solemn / Desaturated Dust,generated-assets/video-bg/osiris-vid-bg/Neural_network_forms_202603301407.mp4,generated-assets/video-bg/osiris-vid-bg/Slow_orbit_osiris_falcon_hologram_floating_i.gif,1280,720,24,avc1,#0b0b0d|#8a8a8f|#d4af37|#3b3b43|#ffffff,desaturate+filmGrain+slowZoom,"{""desat"":0.82,""grain"":0.18,""vignette"":0.62,""zoom"":1.06,""zoomSec"":18}",dust,"{""count"":220,""sizePx"":[0.8,2.4],""speed"":0.08,""opacity"":[0.02,0.16]}",128,50,15
OSR-097,OSIRIS.md,568,,,,الجزء الخامس: معركة كربلاء (نقطة الانكسار والمواجهة),الفصل 11: المواجهة الرقمية,المشهد 11.1: إغراء المهندس,awe/ominous,world_building/staging,الموقع: الفضاء الرقمي لأوزيريس (الحاضر)  ,FX-08-SOLEMN-DUST,Solemn / Desaturated Dust,generated-assets/video-bg/osiris-vid-bg/Neural_network_forms_202603301407.mp4,generated-assets/video-bg/osiris-vid-bg/Slow_orbit_osiris_falcon_hologram_floating_i.gif,1280,720,24,avc1,#0b0b0d|#8a8a8f|#d4af37|#3b3b43|#ffffff,desaturate+filmGrain+slowZoom,"{""desat"":0.82,""grain"":0.18,""vignette"":0.62,""zoom"":1.06,""zoomSec"":18}",dust,"{""count"":220,""sizePx"":[0.8,2.4],""speed"":0.08,""opacity"":[0.02,0.16]}",128,50,15
OSR-098,OSIRIS.md,612,,,,الجزء السادس: شهود الدفاع (الخاتمة),الفصل 12: حجر رشيد الرقمي,المشهد 12.1: تسريب الحقيقة,triumphant/painful,climax/resolution,"بمجرد أن ضغط يحيى على الزر، بدأ أوزيريس في تفريغ ""الشيفرة المصدرية"" للفيروس (حجر رشيد الرقمي) إلى كل خادم، كل هاتف، وكل شاشة في العالم.  ",FX-07-TRUTH-LEAK,Truth Leak / Glitch Burst,generated-assets/video-bg/osiris-vid-bg/Falcon_hologram_data_202603301414.mp4,generated-assets/video-bg/osiris-vid-bg/OSIRIS_falcon_hologram_202603301403.mp4,1280,720,24,avc1,#000000|#ffffff|#00e5ff|#2a5cff|#ff2d2d,glitchBurst+whiteFlash,"{""burstEverySec"":1.6,""burstIntensity"":0.75,""whiteFlash"":0.6,""scanlineIntensity"":0.25,""noise"":0.2}",fragmentShards,"{""count"":260,""sizePx"":[1,6],""speed"":0.28,""opacity"":[0.02,0.22]}",128,50,15
